"packet"	"utc"	"src"	"dst"	"sport"	"dport"	"proto"	"flags"	"payload_bytes"	"ip_bytes"	"payload_prefix_hex"
"214"	"2026-08-24T01:46:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40106"	"udp"	"0"	"65"	"93"	"0452818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"215"	"2026-08-24T01:47:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40107"	"53"	"udp"	"0"	"49"	"77"	"0453010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"216"	"2026-08-24T01:47:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40107"	"udp"	"0"	"65"	"93"	"0453818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"217"	"2026-08-24T01:48:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40108"	"53"	"udp"	"0"	"49"	"77"	"0454010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"218"	"2026-08-24T01:48:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40108"	"udp"	"0"	"65"	"93"	"0454818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"219"	"2026-08-24T01:49:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40109"	"53"	"udp"	"0"	"49"	"77"	"0455010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"220"	"2026-08-24T01:49:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40109"	"udp"	"0"	"65"	"93"	"0455818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"221"	"2026-08-24T01:50:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40110"	"53"	"udp"	"0"	"49"	"77"	"0456010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"222"	"2026-08-24T01:50:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40110"	"udp"	"0"	"65"	"93"	"0456818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"223"	"2026-08-24T01:51:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40111"	"53"	"udp"	"0"	"49"	"77"	"0457010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"224"	"2026-08-24T01:51:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40111"	"udp"	"0"	"65"	"93"	"0457818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"225"	"2026-08-24T01:52:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40112"	"53"	"udp"	"0"	"49"	"77"	"0458010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"226"	"2026-08-24T01:52:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40112"	"udp"	"0"	"65"	"93"	"0458818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"227"	"2026-08-24T01:53:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40113"	"53"	"udp"	"0"	"49"	"77"	"0459010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"228"	"2026-08-24T01:53:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40113"	"udp"	"0"	"65"	"93"	"0459818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"229"	"2026-08-24T01:54:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40114"	"53"	"udp"	"0"	"49"	"77"	"045a010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"230"	"2026-08-24T01:54:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40114"	"udp"	"0"	"65"	"93"	"045a818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"231"	"2026-08-24T01:55:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40115"	"53"	"udp"	"0"	"49"	"77"	"045b010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"232"	"2026-08-24T01:55:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40115"	"udp"	"0"	"65"	"93"	"045b818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"233"	"2026-08-24T01:56:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40116"	"53"	"udp"	"0"	"49"	"77"	"045c010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"234"	"2026-08-24T01:56:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40116"	"udp"	"0"	"65"	"93"	"045c818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"235"	"2026-08-24T01:57:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40117"	"53"	"udp"	"0"	"49"	"77"	"045d010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"236"	"2026-08-24T01:57:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40117"	"udp"	"0"	"65"	"93"	"045d818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"237"	"2026-08-24T01:58:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40118"	"53"	"udp"	"0"	"49"	"77"	"045e010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"238"	"2026-08-24T01:58:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40118"	"udp"	"0"	"65"	"93"	"045e818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"239"	"2026-08-24T01:59:00+00:00"	"10.70.0.66"	"10.70.0.53"	"40119"	"53"	"udp"	"0"	"49"	"77"	"045f010000010000000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001"
"240"	"2026-08-24T01:59:00.001000+00:00"	"10.70.0.53"	"10.70.0.66"	"53"	"40119"	"udp"	"0"	"65"	"93"	"045f818000010001000000000963322d636f757273650865766964656e6365076578616d706c6504746573740000010001c00c000100010000003c0004cb007142"
"241"	"2026-08-24T02:10:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40120"	"443"	"tcp"	"2"	"0"	"40"	""
"242"	"2026-08-24T02:10:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40120"	"tcp"	"18"	"0"	"40"	""
"243"	"2026-08-24T02:10:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40120"	"443"	"tcp"	"16"	"0"	"40"	""
"244"	"2026-08-24T02:10:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40120"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3020485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4141414141414141414141414141414141414141414141414141414141414141414141"
"245"	"2026-08-24T02:10:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40120"	"tcp"	"24"	"2"	"42"	"4f4b"
"246"	"2026-08-24T02:10:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40120"	"443"	"tcp"	"17"	"0"	"40"	""
"247"	"2026-08-24T02:10:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40120"	"tcp"	"17"	"0"	"40"	""
"248"	"2026-08-24T02:10:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40121"	"443"	"tcp"	"2"	"0"	"40"	""
"249"	"2026-08-24T02:10:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40121"	"tcp"	"18"	"0"	"40"	""
"250"	"2026-08-24T02:10:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40121"	"443"	"tcp"	"16"	"0"	"40"	""
"251"	"2026-08-24T02:10:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40121"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3120485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4242424242424242424242424242424242424242424242424242424242424242424242"
"252"	"2026-08-24T02:10:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40121"	"tcp"	"24"	"2"	"42"	"4f4b"
"253"	"2026-08-24T02:10:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40121"	"443"	"tcp"	"17"	"0"	"40"	""
"254"	"2026-08-24T02:10:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40121"	"tcp"	"17"	"0"	"40"	""
"255"	"2026-08-24T02:10:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40122"	"443"	"tcp"	"2"	"0"	"40"	""
"256"	"2026-08-24T02:10:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40122"	"tcp"	"18"	"0"	"40"	""
"257"	"2026-08-24T02:10:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40122"	"443"	"tcp"	"16"	"0"	"40"	""
"258"	"2026-08-24T02:10:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40122"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3220485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4343434343434343434343434343434343434343434343434343434343434343434343"
"259"	"2026-08-24T02:10:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40122"	"tcp"	"24"	"2"	"42"	"4f4b"
"260"	"2026-08-24T02:10:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40122"	"443"	"tcp"	"17"	"0"	"40"	""
"261"	"2026-08-24T02:10:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40122"	"tcp"	"17"	"0"	"40"	""
"262"	"2026-08-24T02:10:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40123"	"443"	"tcp"	"2"	"0"	"40"	""
"263"	"2026-08-24T02:10:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40123"	"tcp"	"18"	"0"	"40"	""
"264"	"2026-08-24T02:10:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40123"	"443"	"tcp"	"16"	"0"	"40"	""
"265"	"2026-08-24T02:10:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40123"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3320485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4444444444444444444444444444444444444444444444444444444444444444444444"
"266"	"2026-08-24T02:10:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40123"	"tcp"	"24"	"2"	"42"	"4f4b"
"267"	"2026-08-24T02:10:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40123"	"443"	"tcp"	"17"	"0"	"40"	""
"268"	"2026-08-24T02:10:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40123"	"tcp"	"17"	"0"	"40"	""
"269"	"2026-08-24T02:10:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40124"	"443"	"tcp"	"2"	"0"	"40"	""
"270"	"2026-08-24T02:10:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40124"	"tcp"	"18"	"0"	"40"	""
"271"	"2026-08-24T02:10:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40124"	"443"	"tcp"	"16"	"0"	"40"	""
"272"	"2026-08-24T02:10:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40124"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3420485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4545454545454545454545454545454545454545454545454545454545454545454545"
"273"	"2026-08-24T02:10:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40124"	"tcp"	"24"	"2"	"42"	"4f4b"
"274"	"2026-08-24T02:10:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40124"	"443"	"tcp"	"17"	"0"	"40"	""
"275"	"2026-08-24T02:10:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40124"	"tcp"	"17"	"0"	"40"	""
"276"	"2026-08-24T02:10:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40125"	"443"	"tcp"	"2"	"0"	"40"	""
"277"	"2026-08-24T02:10:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40125"	"tcp"	"18"	"0"	"40"	""
"278"	"2026-08-24T02:10:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40125"	"443"	"tcp"	"16"	"0"	"40"	""
"279"	"2026-08-24T02:10:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40125"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4646464646464646464646464646464646464646464646464646464646464646464646"
"280"	"2026-08-24T02:10:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40125"	"tcp"	"24"	"2"	"42"	"4f4b"
"281"	"2026-08-24T02:10:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40125"	"443"	"tcp"	"17"	"0"	"40"	""
"282"	"2026-08-24T02:10:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40125"	"tcp"	"17"	"0"	"40"	""
"283"	"2026-08-24T02:11:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40126"	"443"	"tcp"	"2"	"0"	"40"	""
"284"	"2026-08-24T02:11:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40126"	"tcp"	"18"	"0"	"40"	""
"285"	"2026-08-24T02:11:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40126"	"443"	"tcp"	"16"	"0"	"40"	""
"286"	"2026-08-24T02:11:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40126"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3620485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4747474747474747474747474747474747474747474747474747474747474747474747"
"287"	"2026-08-24T02:11:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40126"	"tcp"	"24"	"2"	"42"	"4f4b"
"288"	"2026-08-24T02:11:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40126"	"443"	"tcp"	"17"	"0"	"40"	""
"289"	"2026-08-24T02:11:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40126"	"tcp"	"17"	"0"	"40"	""
"290"	"2026-08-24T02:11:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40127"	"443"	"tcp"	"2"	"0"	"40"	""
"291"	"2026-08-24T02:11:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40127"	"tcp"	"18"	"0"	"40"	""
"292"	"2026-08-24T02:11:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40127"	"443"	"tcp"	"16"	"0"	"40"	""
"293"	"2026-08-24T02:11:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40127"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3720485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4848484848484848484848484848484848484848484848484848484848484848484848"
"294"	"2026-08-24T02:11:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40127"	"tcp"	"24"	"2"	"42"	"4f4b"
"295"	"2026-08-24T02:11:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40127"	"443"	"tcp"	"17"	"0"	"40"	""
"296"	"2026-08-24T02:11:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40127"	"tcp"	"17"	"0"	"40"	""
"297"	"2026-08-24T02:11:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40128"	"443"	"tcp"	"2"	"0"	"40"	""
"298"	"2026-08-24T02:11:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40128"	"tcp"	"18"	"0"	"40"	""
"299"	"2026-08-24T02:11:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40128"	"443"	"tcp"	"16"	"0"	"40"	""
"300"	"2026-08-24T02:11:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40128"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3820485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4949494949494949494949494949494949494949494949494949494949494949494949"
"301"	"2026-08-24T02:11:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40128"	"tcp"	"24"	"2"	"42"	"4f4b"
"302"	"2026-08-24T02:11:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40128"	"443"	"tcp"	"17"	"0"	"40"	""
"303"	"2026-08-24T02:11:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40128"	"tcp"	"17"	"0"	"40"	""
"304"	"2026-08-24T02:11:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40129"	"443"	"tcp"	"2"	"0"	"40"	""
"305"	"2026-08-24T02:11:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40129"	"tcp"	"18"	"0"	"40"	""
"306"	"2026-08-24T02:11:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40129"	"443"	"tcp"	"16"	"0"	"40"	""
"307"	"2026-08-24T02:11:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40129"	"443"	"tcp"	"24"	"50085"	"50125"	"504f5354202f75706c6f61642f3920485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a"
"308"	"2026-08-24T02:11:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40129"	"tcp"	"24"	"2"	"42"	"4f4b"
"309"	"2026-08-24T02:11:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40129"	"443"	"tcp"	"17"	"0"	"40"	""
"310"	"2026-08-24T02:11:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40129"	"tcp"	"17"	"0"	"40"	""
"311"	"2026-08-24T02:11:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40130"	"443"	"tcp"	"2"	"0"	"40"	""
"312"	"2026-08-24T02:11:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40130"	"tcp"	"18"	"0"	"40"	""
"313"	"2026-08-24T02:11:40.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40130"	"443"	"tcp"	"16"	"0"	"40"	""
"314"	"2026-08-24T02:11:40.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40130"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313020485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b4b"
"315"	"2026-08-24T02:11:40.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40130"	"tcp"	"24"	"2"	"42"	"4f4b"
"316"	"2026-08-24T02:11:40.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40130"	"443"	"tcp"	"17"	"0"	"40"	""
"317"	"2026-08-24T02:11:40.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40130"	"tcp"	"17"	"0"	"40"	""
"318"	"2026-08-24T02:11:50+00:00"	"10.70.0.66"	"203.0.113.66"	"40131"	"443"	"tcp"	"2"	"0"	"40"	""
"319"	"2026-08-24T02:11:50.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40131"	"tcp"	"18"	"0"	"40"	""
"320"	"2026-08-24T02:11:50.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40131"	"443"	"tcp"	"16"	"0"	"40"	""
"321"	"2026-08-24T02:11:50.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40131"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313120485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c4c"
"322"	"2026-08-24T02:11:50.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40131"	"tcp"	"24"	"2"	"42"	"4f4b"
"323"	"2026-08-24T02:11:50.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40131"	"443"	"tcp"	"17"	"0"	"40"	""
"324"	"2026-08-24T02:11:50.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40131"	"tcp"	"17"	"0"	"40"	""
"325"	"2026-08-24T02:12:00+00:00"	"10.70.0.66"	"203.0.113.66"	"40132"	"443"	"tcp"	"2"	"0"	"40"	""
"326"	"2026-08-24T02:12:00.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40132"	"tcp"	"18"	"0"	"40"	""
"327"	"2026-08-24T02:12:00.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40132"	"443"	"tcp"	"16"	"0"	"40"	""
"328"	"2026-08-24T02:12:00.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40132"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313220485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d4d"
"329"	"2026-08-24T02:12:00.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40132"	"tcp"	"24"	"2"	"42"	"4f4b"
"330"	"2026-08-24T02:12:00.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40132"	"443"	"tcp"	"17"	"0"	"40"	""
"331"	"2026-08-24T02:12:00.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40132"	"tcp"	"17"	"0"	"40"	""
"332"	"2026-08-24T02:12:10+00:00"	"10.70.0.66"	"203.0.113.66"	"40133"	"443"	"tcp"	"2"	"0"	"40"	""
"333"	"2026-08-24T02:12:10.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40133"	"tcp"	"18"	"0"	"40"	""
"334"	"2026-08-24T02:12:10.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40133"	"443"	"tcp"	"16"	"0"	"40"	""
"335"	"2026-08-24T02:12:10.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40133"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313320485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e4e"
"336"	"2026-08-24T02:12:10.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40133"	"tcp"	"24"	"2"	"42"	"4f4b"
"337"	"2026-08-24T02:12:10.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40133"	"443"	"tcp"	"17"	"0"	"40"	""
"338"	"2026-08-24T02:12:10.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40133"	"tcp"	"17"	"0"	"40"	""
"339"	"2026-08-24T02:12:20+00:00"	"10.70.0.66"	"203.0.113.66"	"40134"	"443"	"tcp"	"2"	"0"	"40"	""
"340"	"2026-08-24T02:12:20.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40134"	"tcp"	"18"	"0"	"40"	""
"341"	"2026-08-24T02:12:20.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40134"	"443"	"tcp"	"16"	"0"	"40"	""
"342"	"2026-08-24T02:12:20.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40134"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313420485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f4f"
"343"	"2026-08-24T02:12:20.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40134"	"tcp"	"24"	"2"	"42"	"4f4b"
"344"	"2026-08-24T02:12:20.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40134"	"443"	"tcp"	"17"	"0"	"40"	""
"345"	"2026-08-24T02:12:20.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40134"	"tcp"	"17"	"0"	"40"	""
"346"	"2026-08-24T02:12:30+00:00"	"10.70.0.66"	"203.0.113.66"	"40135"	"443"	"tcp"	"2"	"0"	"40"	""
"347"	"2026-08-24T02:12:30.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40135"	"tcp"	"18"	"0"	"40"	""
"348"	"2026-08-24T02:12:30.002000+00:00"	"10.70.0.66"	"203.0.113.66"	"40135"	"443"	"tcp"	"16"	"0"	"40"	""
"349"	"2026-08-24T02:12:30.003000+00:00"	"10.70.0.66"	"203.0.113.66"	"40135"	"443"	"tcp"	"24"	"50086"	"50126"	"504f5354202f75706c6f61642f313520485454502f312e300d0a486f73743a20657866696c2e65766964656e63652e6578616d706c652e746573740d0a436f6e74656e742d4c656e6774683a2035303030300d0a0d0a50505050505050505050505050505050505050505050505050505050505050505050"
"350"	"2026-08-24T02:12:30.004000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40135"	"tcp"	"24"	"2"	"42"	"4f4b"
"351"	"2026-08-24T02:12:30.005000+00:00"	"10.70.0.66"	"203.0.113.66"	"40135"	"443"	"tcp"	"17"	"0"	"40"	""
"352"	"2026-08-24T02:12:30.006000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40135"	"tcp"	"17"	"0"	"40"	""
"353"	"2026-08-24T02:12:40+00:00"	"10.70.0.66"	"203.0.113.66"	"40136"	"443"	"tcp"	"2"	"0"	"40"	""
"354"	"2026-08-24T02:12:40.001000+00:00"	"203.0.113.66"	"10.70.0.66"	"443"	"40136"	"tcp"	"18"	"0"	"40"	""
