"conn_line"	"phase"	"originator"	"originator_port"	"responder"	"responder_port"	"protocol"	"start_epoch"	"last_epoch"	"start_utc"	"last_packet_utc"	"first_packet"	"last_packet"	"out_payload_bytes"	"in_payload_bytes"	"out_ip_bytes"	"in_ip_bytes"	"out_packets"	"in_packets"
"103"	"dns"	"10.70.0.66"	"40102"	"10.70.0.53"	"53"	"udp"	"1787535720.0"	"1787535720.001"	"2026-08-24T01:42:00+00:00"	"2026-08-24T01:42:00.001000+00:00"	"205"	"206"	"49"	"65"	"77"	"93"	"1"	"1"
"104"	"dns"	"10.70.0.66"	"40103"	"10.70.0.53"	"53"	"udp"	"1787535780.0"	"1787535780.001"	"2026-08-24T01:43:00+00:00"	"2026-08-24T01:43:00.001000+00:00"	"207"	"208"	"49"	"65"	"77"	"93"	"1"	"1"
"105"	"dns"	"10.70.0.66"	"40104"	"10.70.0.53"	"53"	"udp"	"1787535840.0"	"1787535840.001"	"2026-08-24T01:44:00+00:00"	"2026-08-24T01:44:00.001000+00:00"	"209"	"210"	"49"	"65"	"77"	"93"	"1"	"1"
"106"	"dns"	"10.70.0.66"	"40105"	"10.70.0.53"	"53"	"udp"	"1787535900.0"	"1787535900.001"	"2026-08-24T01:45:00+00:00"	"2026-08-24T01:45:00.001000+00:00"	"211"	"212"	"49"	"65"	"77"	"93"	"1"	"1"
"107"	"dns"	"10.70.0.66"	"40106"	"10.70.0.53"	"53"	"udp"	"1787535960.0"	"1787535960.001"	"2026-08-24T01:46:00+00:00"	"2026-08-24T01:46:00.001000+00:00"	"213"	"214"	"49"	"65"	"77"	"93"	"1"	"1"
"108"	"dns"	"10.70.0.66"	"40107"	"10.70.0.53"	"53"	"udp"	"1787536020.0"	"1787536020.001"	"2026-08-24T01:47:00+00:00"	"2026-08-24T01:47:00.001000+00:00"	"215"	"216"	"49"	"65"	"77"	"93"	"1"	"1"
"109"	"dns"	"10.70.0.66"	"40108"	"10.70.0.53"	"53"	"udp"	"1787536080.0"	"1787536080.001"	"2026-08-24T01:48:00+00:00"	"2026-08-24T01:48:00.001000+00:00"	"217"	"218"	"49"	"65"	"77"	"93"	"1"	"1"
"110"	"dns"	"10.70.0.66"	"40109"	"10.70.0.53"	"53"	"udp"	"1787536140.0"	"1787536140.001"	"2026-08-24T01:49:00+00:00"	"2026-08-24T01:49:00.001000+00:00"	"219"	"220"	"49"	"65"	"77"	"93"	"1"	"1"
"111"	"dns"	"10.70.0.66"	"40110"	"10.70.0.53"	"53"	"udp"	"1787536200.0"	"1787536200.001"	"2026-08-24T01:50:00+00:00"	"2026-08-24T01:50:00.001000+00:00"	"221"	"222"	"49"	"65"	"77"	"93"	"1"	"1"
"112"	"dns"	"10.70.0.66"	"40111"	"10.70.0.53"	"53"	"udp"	"1787536260.0"	"1787536260.001"	"2026-08-24T01:51:00+00:00"	"2026-08-24T01:51:00.001000+00:00"	"223"	"224"	"49"	"65"	"77"	"93"	"1"	"1"
"113"	"dns"	"10.70.0.66"	"40112"	"10.70.0.53"	"53"	"udp"	"1787536320.0"	"1787536320.001"	"2026-08-24T01:52:00+00:00"	"2026-08-24T01:52:00.001000+00:00"	"225"	"226"	"49"	"65"	"77"	"93"	"1"	"1"
"114"	"dns"	"10.70.0.66"	"40113"	"10.70.0.53"	"53"	"udp"	"1787536380.0"	"1787536380.001"	"2026-08-24T01:53:00+00:00"	"2026-08-24T01:53:00.001000+00:00"	"227"	"228"	"49"	"65"	"77"	"93"	"1"	"1"
"115"	"dns"	"10.70.0.66"	"40114"	"10.70.0.53"	"53"	"udp"	"1787536440.0"	"1787536440.001"	"2026-08-24T01:54:00+00:00"	"2026-08-24T01:54:00.001000+00:00"	"229"	"230"	"49"	"65"	"77"	"93"	"1"	"1"
"116"	"dns"	"10.70.0.66"	"40115"	"10.70.0.53"	"53"	"udp"	"1787536500.0"	"1787536500.001"	"2026-08-24T01:55:00+00:00"	"2026-08-24T01:55:00.001000+00:00"	"231"	"232"	"49"	"65"	"77"	"93"	"1"	"1"
"117"	"dns"	"10.70.0.66"	"40116"	"10.70.0.53"	"53"	"udp"	"1787536560.0"	"1787536560.001"	"2026-08-24T01:56:00+00:00"	"2026-08-24T01:56:00.001000+00:00"	"233"	"234"	"49"	"65"	"77"	"93"	"1"	"1"
"118"	"dns"	"10.70.0.66"	"40117"	"10.70.0.53"	"53"	"udp"	"1787536620.0"	"1787536620.001"	"2026-08-24T01:57:00+00:00"	"2026-08-24T01:57:00.001000+00:00"	"235"	"236"	"49"	"65"	"77"	"93"	"1"	"1"
"119"	"dns"	"10.70.0.66"	"40118"	"10.70.0.53"	"53"	"udp"	"1787536680.0"	"1787536680.001"	"2026-08-24T01:58:00+00:00"	"2026-08-24T01:58:00.001000+00:00"	"237"	"238"	"49"	"65"	"77"	"93"	"1"	"1"
"120"	"dns"	"10.70.0.66"	"40119"	"10.70.0.53"	"53"	"udp"	"1787536740.0"	"1787536740.001"	"2026-08-24T01:59:00+00:00"	"2026-08-24T01:59:00.001000+00:00"	"239"	"240"	"49"	"65"	"77"	"93"	"1"	"1"
"121"	"http_upload"	"10.70.0.66"	"40120"	"203.0.113.66"	"443"	"tcp"	"1787537400.0"	"1787537400.006"	"2026-08-24T02:10:00+00:00"	"2026-08-24T02:10:00.006000+00:00"	"241"	"247"	"50085"	"2"	"50245"	"122"	"4"	"3"
"122"	"http_upload"	"10.70.0.66"	"40121"	"203.0.113.66"	"443"	"tcp"	"1787537410.0"	"1787537410.006"	"2026-08-24T02:10:10+00:00"	"2026-08-24T02:10:10.006000+00:00"	"248"	"254"	"50085"	"2"	"50245"	"122"	"4"	"3"
"123"	"http_upload"	"10.70.0.66"	"40122"	"203.0.113.66"	"443"	"tcp"	"1787537420.0"	"1787537420.006"	"2026-08-24T02:10:20+00:00"	"2026-08-24T02:10:20.006000+00:00"	"255"	"261"	"50085"	"2"	"50245"	"122"	"4"	"3"
"124"	"http_upload"	"10.70.0.66"	"40123"	"203.0.113.66"	"443"	"tcp"	"1787537430.0"	"1787537430.006"	"2026-08-24T02:10:30+00:00"	"2026-08-24T02:10:30.006000+00:00"	"262"	"268"	"50085"	"2"	"50245"	"122"	"4"	"3"
"125"	"http_upload"	"10.70.0.66"	"40124"	"203.0.113.66"	"443"	"tcp"	"1787537440.0"	"1787537440.006"	"2026-08-24T02:10:40+00:00"	"2026-08-24T02:10:40.006000+00:00"	"269"	"275"	"50085"	"2"	"50245"	"122"	"4"	"3"
"126"	"http_upload"	"10.70.0.66"	"40125"	"203.0.113.66"	"443"	"tcp"	"1787537450.0"	"1787537450.006"	"2026-08-24T02:10:50+00:00"	"2026-08-24T02:10:50.006000+00:00"	"276"	"282"	"50085"	"2"	"50245"	"122"	"4"	"3"
"127"	"http_upload"	"10.70.0.66"	"40126"	"203.0.113.66"	"443"	"tcp"	"1787537460.0"	"1787537460.006"	"2026-08-24T02:11:00+00:00"	"2026-08-24T02:11:00.006000+00:00"	"283"	"289"	"50085"	"2"	"50245"	"122"	"4"	"3"
"128"	"http_upload"	"10.70.0.66"	"40127"	"203.0.113.66"	"443"	"tcp"	"1787537470.0"	"1787537470.006"	"2026-08-24T02:11:10+00:00"	"2026-08-24T02:11:10.006000+00:00"	"290"	"296"	"50085"	"2"	"50245"	"122"	"4"	"3"
"129"	"http_upload"	"10.70.0.66"	"40128"	"203.0.113.66"	"443"	"tcp"	"1787537480.0"	"1787537480.006"	"2026-08-24T02:11:20+00:00"	"2026-08-24T02:11:20.006000+00:00"	"297"	"303"	"50085"	"2"	"50245"	"122"	"4"	"3"
"130"	"http_upload"	"10.70.0.66"	"40129"	"203.0.113.66"	"443"	"tcp"	"1787537490.0"	"1787537490.006"	"2026-08-24T02:11:30+00:00"	"2026-08-24T02:11:30.006000+00:00"	"304"	"310"	"50085"	"2"	"50245"	"122"	"4"	"3"
"131"	"http_upload"	"10.70.0.66"	"40130"	"203.0.113.66"	"443"	"tcp"	"1787537500.0"	"1787537500.006"	"2026-08-24T02:11:40+00:00"	"2026-08-24T02:11:40.006000+00:00"	"311"	"317"	"50086"	"2"	"50246"	"122"	"4"	"3"
"132"	"http_upload"	"10.70.0.66"	"40131"	"203.0.113.66"	"443"	"tcp"	"1787537510.0"	"1787537510.006"	"2026-08-24T02:11:50+00:00"	"2026-08-24T02:11:50.006000+00:00"	"318"	"324"	"50086"	"2"	"50246"	"122"	"4"	"3"
"133"	"http_upload"	"10.70.0.66"	"40132"	"203.0.113.66"	"443"	"tcp"	"1787537520.0"	"1787537520.006"	"2026-08-24T02:12:00+00:00"	"2026-08-24T02:12:00.006000+00:00"	"325"	"331"	"50086"	"2"	"50246"	"122"	"4"	"3"
"134"	"http_upload"	"10.70.0.66"	"40133"	"203.0.113.66"	"443"	"tcp"	"1787537530.0"	"1787537530.006"	"2026-08-24T02:12:10+00:00"	"2026-08-24T02:12:10.006000+00:00"	"332"	"338"	"50086"	"2"	"50246"	"122"	"4"	"3"
"135"	"http_upload"	"10.70.0.66"	"40134"	"203.0.113.66"	"443"	"tcp"	"1787537540.0"	"1787537540.006"	"2026-08-24T02:12:20+00:00"	"2026-08-24T02:12:20.006000+00:00"	"339"	"345"	"50086"	"2"	"50246"	"122"	"4"	"3"
"136"	"http_upload"	"10.70.0.66"	"40135"	"203.0.113.66"	"443"	"tcp"	"1787537550.0"	"1787537550.006"	"2026-08-24T02:12:30+00:00"	"2026-08-24T02:12:30.006000+00:00"	"346"	"352"	"50086"	"2"	"50246"	"122"	"4"	"3"
"137"	"http_upload"	"10.70.0.66"	"40136"	"203.0.113.66"	"443"	"tcp"	"1787537560.0"	"1787537560.006"	"2026-08-24T02:12:40+00:00"	"2026-08-24T02:12:40.006000+00:00"	"353"	"359"	"50086"	"2"	"50246"	"122"	"4"	"3"
"138"	"http_upload"	"10.70.0.66"	"40137"	"203.0.113.66"	"443"	"tcp"	"1787537570.0"	"1787537570.006"	"2026-08-24T02:12:50+00:00"	"2026-08-24T02:12:50.006000+00:00"	"360"	"366"	"50086"	"2"	"50246"	"122"	"4"	"3"
"139"	"http_upload"	"10.70.0.66"	"40138"	"203.0.113.66"	"443"	"tcp"	"1787537580.0"	"1787537580.006"	"2026-08-24T02:13:00+00:00"	"2026-08-24T02:13:00.006000+00:00"	"367"	"373"	"50086"	"2"	"50246"	"122"	"4"	"3"
"140"	"http_upload"	"10.70.0.66"	"40139"	"203.0.113.66"	"443"	"tcp"	"1787537590.0"	"1787537590.006"	"2026-08-24T02:13:10+00:00"	"2026-08-24T02:13:10.006000+00:00"	"374"	"380"	"50086"	"2"	"50246"	"122"	"4"	"3"
"141"	"http_upload"	"10.70.0.66"	"40140"	"203.0.113.66"	"443"	"tcp"	"1787537600.0"	"1787537600.006"	"2026-08-24T02:13:20+00:00"	"2026-08-24T02:13:20.006000+00:00"	"381"	"387"	"50086"	"2"	"50246"	"122"	"4"	"3"
"142"	"http_upload"	"10.70.0.66"	"40141"	"203.0.113.66"	"443"	"tcp"	"1787537610.0"	"1787537610.006"	"2026-08-24T02:13:30+00:00"	"2026-08-24T02:13:30.006000+00:00"	"388"	"394"	"50086"	"2"	"50246"	"122"	"4"	"3"
"143"	"http_upload"	"10.70.0.66"	"40142"	"203.0.113.66"	"443"	"tcp"	"1787537620.0"	"1787537620.006"	"2026-08-24T02:13:40+00:00"	"2026-08-24T02:13:40.006000+00:00"	"395"	"401"	"50086"	"2"	"50246"	"122"	"4"	"3"
"144"	"http_upload"	"10.70.0.66"	"40143"	"203.0.113.66"	"443"	"tcp"	"1787537630.0"	"1787537630.006"	"2026-08-24T02:13:50+00:00"	"2026-08-24T02:13:50.006000+00:00"	"402"	"408"	"50086"	"2"	"50246"	"122"	"4"	"3"
"145"	"http_upload"	"10.70.0.66"	"40144"	"203.0.113.66"	"443"	"tcp"	"1787537640.0"	"1787537640.006"	"2026-08-24T02:14:00+00:00"	"2026-08-24T02:14:00.006000+00:00"	"409"	"415"	"50086"	"2"	"50246"	"122"	"4"	"3"
"146"	"http_upload"	"10.70.0.66"	"40145"	"203.0.113.66"	"443"	"tcp"	"1787537650.0"	"1787537650.006"	"2026-08-24T02:14:10+00:00"	"2026-08-24T02:14:10.006000+00:00"	"416"	"422"	"50086"	"2"	"50246"	"122"	"4"	"3"
"147"	"http_upload"	"10.70.0.66"	"40146"	"203.0.113.66"	"443"	"tcp"	"1787537660.0"	"1787537660.006"	"2026-08-24T02:14:20+00:00"	"2026-08-24T02:14:20.006000+00:00"	"423"	"429"	"50086"	"2"	"50246"	"122"	"4"	"3"
"148"	"http_upload"	"10.70.0.66"	"40147"	"203.0.113.66"	"443"	"tcp"	"1787537670.0"	"1787537670.006"	"2026-08-24T02:14:30+00:00"	"2026-08-24T02:14:30.006000+00:00"	"430"	"436"	"50086"	"2"	"50246"	"122"	"4"	"3"
"149"	"http_upload"	"10.70.0.66"	"40148"	"203.0.113.66"	"443"	"tcp"	"1787537680.0"	"1787537680.006"	"2026-08-24T02:14:40+00:00"	"2026-08-24T02:14:40.006000+00:00"	"437"	"443"	"50086"	"2"	"50246"	"122"	"4"	"3"
"150"	"http_upload"	"10.70.0.66"	"40149"	"203.0.113.66"	"443"	"tcp"	"1787537690.0"	"1787537690.006"	"2026-08-24T02:14:50+00:00"	"2026-08-24T02:14:50.006000+00:00"	"444"	"450"	"50086"	"2"	"50246"	"122"	"4"	"3"
"151"	"http_upload"	"10.70.0.66"	"40150"	"203.0.113.66"	"443"	"tcp"	"1787537700.0"	"1787537700.006"	"2026-08-24T02:15:00+00:00"	"2026-08-24T02:15:00.006000+00:00"	"451"	"457"	"50086"	"2"	"50246"	"122"	"4"	"3"
"152"	"http_upload"	"10.70.0.66"	"40151"	"203.0.113.66"	"443"	"tcp"	"1787537710.0"	"1787537710.006"	"2026-08-24T02:15:10+00:00"	"2026-08-24T02:15:10.006000+00:00"	"458"	"464"	"50086"	"2"	"50246"	"122"	"4"	"3"
"153"	"http_upload"	"10.70.0.66"	"40152"	"203.0.113.66"	"443"	"tcp"	"1787537720.0"	"1787537720.006"	"2026-08-24T02:15:20+00:00"	"2026-08-24T02:15:20.006000+00:00"	"465"	"471"	"50086"	"2"	"50246"	"122"	"4"	"3"
"154"	"http_upload"	"10.70.0.66"	"40153"	"203.0.113.66"	"443"	"tcp"	"1787537730.0"	"1787537730.006"	"2026-08-24T02:15:30+00:00"	"2026-08-24T02:15:30.006000+00:00"	"472"	"478"	"50086"	"2"	"50246"	"122"	"4"	"3"
"155"	"http_upload"	"10.70.0.66"	"40154"	"203.0.113.66"	"443"	"tcp"	"1787537740.0"	"1787537740.006"	"2026-08-24T02:15:40+00:00"	"2026-08-24T02:15:40.006000+00:00"	"479"	"485"	"50086"	"2"	"50246"	"122"	"4"	"3"
"156"	"http_upload"	"10.70.0.66"	"40155"	"203.0.113.66"	"443"	"tcp"	"1787537750.0"	"1787537750.006"	"2026-08-24T02:15:50+00:00"	"2026-08-24T02:15:50.006000+00:00"	"486"	"492"	"50086"	"2"	"50246"	"122"	"4"	"3"
"157"	"http_upload"	"10.70.0.66"	"40156"	"203.0.113.66"	"443"	"tcp"	"1787537760.0"	"1787537760.006"	"2026-08-24T02:16:00+00:00"	"2026-08-24T02:16:00.006000+00:00"	"493"	"499"	"50086"	"2"	"50246"	"122"	"4"	"3"
"158"	"http_upload"	"10.70.0.66"	"40157"	"203.0.113.66"	"443"	"tcp"	"1787537770.0"	"1787537770.006"	"2026-08-24T02:16:10+00:00"	"2026-08-24T02:16:10.006000+00:00"	"500"	"506"	"50086"	"2"	"50246"	"122"	"4"	"3"
"159"	"http_upload"	"10.70.0.66"	"40158"	"203.0.113.66"	"443"	"tcp"	"1787537780.0"	"1787537780.006"	"2026-08-24T02:16:20+00:00"	"2026-08-24T02:16:20.006000+00:00"	"507"	"513"	"50086"	"2"	"50246"	"122"	"4"	"3"
"160"	"http_upload"	"10.70.0.66"	"40159"	"203.0.113.66"	"443"	"tcp"	"1787537790.0"	"1787537790.006"	"2026-08-24T02:16:30+00:00"	"2026-08-24T02:16:30.006000+00:00"	"514"	"520"	"50086"	"2"	"50246"	"122"	"4"	"3"
"161"	"http_upload"	"10.70.0.66"	"40160"	"203.0.113.66"	"443"	"tcp"	"1787537800.0"	"1787537800.006"	"2026-08-24T02:16:40+00:00"	"2026-08-24T02:16:40.006000+00:00"	"521"	"527"	"50086"	"2"	"50246"	"122"	"4"	"3"
"162"	"http_upload"	"10.70.0.66"	"40161"	"203.0.113.66"	"443"	"tcp"	"1787537810.0"	"1787537810.006"	"2026-08-24T02:16:50+00:00"	"2026-08-24T02:16:50.006000+00:00"	"528"	"534"	"50086"	"2"	"50246"	"122"	"4"	"3"
"163"	"http_upload"	"10.70.0.66"	"40162"	"203.0.113.66"	"443"	"tcp"	"1787537820.0"	"1787537820.006"	"2026-08-24T02:17:00+00:00"	"2026-08-24T02:17:00.006000+00:00"	"535"	"541"	"50086"	"2"	"50246"	"122"	"4"	"3"
"164"	"http_upload"	"10.70.0.66"	"40163"	"203.0.113.66"	"443"	"tcp"	"1787537830.0"	"1787537830.006"	"2026-08-24T02:17:10+00:00"	"2026-08-24T02:17:10.006000+00:00"	"542"	"548"	"50086"	"2"	"50246"	"122"	"4"	"3"
"165"	"http_upload"	"10.70.0.66"	"40164"	"203.0.113.66"	"443"	"tcp"	"1787537840.0"	"1787537840.006"	"2026-08-24T02:17:20+00:00"	"2026-08-24T02:17:20.006000+00:00"	"549"	"555"	"50086"	"2"	"50246"	"122"	"4"	"3"
"166"	"http_upload"	"10.70.0.66"	"40165"	"203.0.113.66"	"443"	"tcp"	"1787537850.0"	"1787537850.006"	"2026-08-24T02:17:30+00:00"	"2026-08-24T02:17:30.006000+00:00"	"556"	"562"	"50086"	"2"	"50246"	"122"	"4"	"3"
"167"	"http_upload"	"10.70.0.66"	"40166"	"203.0.113.66"	"443"	"tcp"	"1787537860.0"	"1787537860.006"	"2026-08-24T02:17:40+00:00"	"2026-08-24T02:17:40.006000+00:00"	"563"	"569"	"50086"	"2"	"50246"	"122"	"4"	"3"
"168"	"http_upload"	"10.70.0.66"	"40167"	"203.0.113.66"	"443"	"tcp"	"1787537870.0"	"1787537870.006"	"2026-08-24T02:17:50+00:00"	"2026-08-24T02:17:50.006000+00:00"	"570"	"576"	"50086"	"2"	"50246"	"122"	"4"	"3"
"169"	"http_upload"	"10.70.0.66"	"40168"	"203.0.113.66"	"443"	"tcp"	"1787537880.0"	"1787537880.006"	"2026-08-24T02:18:00+00:00"	"2026-08-24T02:18:00.006000+00:00"	"577"	"583"	"50086"	"2"	"50246"	"122"	"4"	"3"
"170"	"http_upload"	"10.70.0.66"	"40169"	"203.0.113.66"	"443"	"tcp"	"1787537890.0"	"1787537890.006"	"2026-08-24T02:18:10+00:00"	"2026-08-24T02:18:10.006000+00:00"	"584"	"590"	"50086"	"2"	"50246"	"122"	"4"	"3"
"171"	"http_upload"	"10.70.0.66"	"40170"	"203.0.113.66"	"443"	"tcp"	"1787537900.0"	"1787537900.006"	"2026-08-24T02:18:20+00:00"	"2026-08-24T02:18:20.006000+00:00"	"591"	"597"	"50086"	"2"	"50246"	"122"	"4"	"3"
"172"	"http_upload"	"10.70.0.66"	"40171"	"203.0.113.66"	"443"	"tcp"	"1787537910.0"	"1787537910.006"	"2026-08-24T02:18:30+00:00"	"2026-08-24T02:18:30.006000+00:00"	"598"	"604"	"50086"	"2"	"50246"	"122"	"4"	"3"
"173"	"http_upload"	"10.70.0.66"	"40172"	"203.0.113.66"	"443"	"tcp"	"1787537920.0"	"1787537920.006"	"2026-08-24T02:18:40+00:00"	"2026-08-24T02:18:40.006000+00:00"	"605"	"611"	"50086"	"2"	"50246"	"122"	"4"	"3"
"174"	"http_upload"	"10.70.0.66"	"40173"	"203.0.113.66"	"443"	"tcp"	"1787537930.0"	"1787537930.006"	"2026-08-24T02:18:50+00:00"	"2026-08-24T02:18:50.006000+00:00"	"612"	"618"	"50086"	"2"	"50246"	"122"	"4"	"3"
"175"	"http_upload"	"10.70.0.66"	"40174"	"203.0.113.66"	"443"	"tcp"	"1787537940.0"	"1787537940.006"	"2026-08-24T02:19:00+00:00"	"2026-08-24T02:19:00.006000+00:00"	"619"	"625"	"50086"	"2"	"50246"	"122"	"4"	"3"
"176"	"http_upload"	"10.70.0.66"	"40175"	"203.0.113.66"	"443"	"tcp"	"1787537950.0"	"1787537950.006"	"2026-08-24T02:19:10+00:00"	"2026-08-24T02:19:10.006000+00:00"	"626"	"632"	"50086"	"2"	"50246"	"122"	"4"	"3"
"177"	"http_upload"	"10.70.0.66"	"40176"	"203.0.113.66"	"443"	"tcp"	"1787537960.0"	"1787537960.006"	"2026-08-24T02:19:20+00:00"	"2026-08-24T02:19:20.006000+00:00"	"633"	"639"	"50086"	"2"	"50246"	"122"	"4"	"3"
"178"	"http_upload"	"10.70.0.66"	"40177"	"203.0.113.66"	"443"	"tcp"	"1787537970.0"	"1787537970.006"	"2026-08-24T02:19:30+00:00"	"2026-08-24T02:19:30.006000+00:00"	"640"	"646"	"50086"	"2"	"50246"	"122"	"4"	"3"
"179"	"http_upload"	"10.70.0.66"	"40178"	"203.0.113.66"	"443"	"tcp"	"1787537980.0"	"1787537980.006"	"2026-08-24T02:19:40+00:00"	"2026-08-24T02:19:40.006000+00:00"	"647"	"653"	"50086"	"2"	"50246"	"122"	"4"	"3"
"180"	"http_upload"	"10.70.0.66"	"40179"	"203.0.113.66"	"443"	"tcp"	"1787537990.0"	"1787537990.006"	"2026-08-24T02:19:50+00:00"	"2026-08-24T02:19:50.006000+00:00"	"654"	"660"	"50086"	"2"	"50246"	"122"	"4"	"3"
"181"	"http_upload"	"10.70.0.66"	"40180"	"203.0.113.66"	"443"	"tcp"	"1787538000.0"	"1787538000.006"	"2026-08-24T02:20:00+00:00"	"2026-08-24T02:20:00.006000+00:00"	"661"	"667"	"50086"	"2"	"50246"	"122"	"4"	"3"
"182"	"http_upload"	"10.70.0.66"	"40181"	"203.0.113.66"	"443"	"tcp"	"1787538010.0"	"1787538010.006"	"2026-08-24T02:20:10+00:00"	"2026-08-24T02:20:10.006000+00:00"	"668"	"674"	"50086"	"2"	"50246"	"122"	"4"	"3"
"183"	"http_upload"	"10.70.0.66"	"40182"	"203.0.113.66"	"443"	"tcp"	"1787538020.0"	"1787538020.006"	"2026-08-24T02:20:20+00:00"	"2026-08-24T02:20:20.006000+00:00"	"675"	"681"	"50086"	"2"	"50246"	"122"	"4"	"3"
"184"	"http_upload"	"10.70.0.66"	"40183"	"203.0.113.66"	"443"	"tcp"	"1787538030.0"	"1787538030.006"	"2026-08-24T02:20:30+00:00"	"2026-08-24T02:20:30.006000+00:00"	"682"	"688"	"50086"	"2"	"50246"	"122"	"4"	"3"
"185"	"http_upload"	"10.70.0.66"	"40184"	"203.0.113.66"	"443"	"tcp"	"1787538040.0"	"1787538040.006"	"2026-08-24T02:20:40+00:00"	"2026-08-24T02:20:40.006000+00:00"	"689"	"695"	"50086"	"2"	"50246"	"122"	"4"	"3"
"186"	"http_upload"	"10.70.0.66"	"40185"	"203.0.113.66"	"443"	"tcp"	"1787538050.0"	"1787538050.006"	"2026-08-24T02:20:50+00:00"	"2026-08-24T02:20:50.006000+00:00"	"696"	"702"	"50086"	"2"	"50246"	"122"	"4"	"3"
"187"	"http_upload"	"10.70.0.66"	"40186"	"203.0.113.66"	"443"	"tcp"	"1787538060.0"	"1787538060.006"	"2026-08-24T02:21:00+00:00"	"2026-08-24T02:21:00.006000+00:00"	"703"	"709"	"50086"	"2"	"50246"	"122"	"4"	"3"
"188"	"http_upload"	"10.70.0.66"	"40187"	"203.0.113.66"	"443"	"tcp"	"1787538070.0"	"1787538070.006"	"2026-08-24T02:21:10+00:00"	"2026-08-24T02:21:10.006000+00:00"	"710"	"716"	"50086"	"2"	"50246"	"122"	"4"	"3"
"189"	"http_upload"	"10.70.0.66"	"40188"	"203.0.113.66"	"443"	"tcp"	"1787538080.0"	"1787538080.006"	"2026-08-24T02:21:20+00:00"	"2026-08-24T02:21:20.006000+00:00"	"717"	"723"	"50086"	"2"	"50246"	"122"	"4"	"3"
"190"	"http_upload"	"10.70.0.66"	"40189"	"203.0.113.66"	"443"	"tcp"	"1787538090.0"	"1787538090.006"	"2026-08-24T02:21:30+00:00"	"2026-08-24T02:21:30.006000+00:00"	"724"	"730"	"50086"	"2"	"50246"	"122"	"4"	"3"
"191"	"http_upload"	"10.70.0.66"	"40190"	"203.0.113.66"	"443"	"tcp"	"1787538100.0"	"1787538100.006"	"2026-08-24T02:21:40+00:00"	"2026-08-24T02:21:40.006000+00:00"	"731"	"737"	"50086"	"2"	"50246"	"122"	"4"	"3"
"192"	"http_upload"	"10.70.0.66"	"40191"	"203.0.113.66"	"443"	"tcp"	"1787538110.0"	"1787538110.006"	"2026-08-24T02:21:50+00:00"	"2026-08-24T02:21:50.006000+00:00"	"738"	"744"	"50086"	"2"	"50246"	"122"	"4"	"3"
"193"	"http_upload"	"10.70.0.66"	"40192"	"203.0.113.66"	"443"	"tcp"	"1787538120.0"	"1787538120.006"	"2026-08-24T02:22:00+00:00"	"2026-08-24T02:22:00.006000+00:00"	"745"	"751"	"50086"	"2"	"50246"	"122"	"4"	"3"
"194"	"http_upload"	"10.70.0.66"	"40193"	"203.0.113.66"	"443"	"tcp"	"1787538130.0"	"1787538130.006"	"2026-08-24T02:22:10+00:00"	"2026-08-24T02:22:10.006000+00:00"	"752"	"758"	"50086"	"2"	"50246"	"122"	"4"	"3"
"195"	"http_upload"	"10.70.0.66"	"40194"	"203.0.113.66"	"443"	"tcp"	"1787538140.0"	"1787538140.006"	"2026-08-24T02:22:20+00:00"	"2026-08-24T02:22:20.006000+00:00"	"759"	"765"	"50086"	"2"	"50246"	"122"	"4"	"3"
"196"	"http_upload"	"10.70.0.66"	"40195"	"203.0.113.66"	"443"	"tcp"	"1787538150.0"	"1787538150.006"	"2026-08-24T02:22:30+00:00"	"2026-08-24T02:22:30.006000+00:00"	"766"	"772"	"50086"	"2"	"50246"	"122"	"4"	"3"
"197"	"http_upload"	"10.70.0.66"	"40196"	"203.0.113.66"	"443"	"tcp"	"1787538160.0"	"1787538160.006"	"2026-08-24T02:22:40+00:00"	"2026-08-24T02:22:40.006000+00:00"	"773"	"779"	"50086"	"2"	"50246"	"122"	"4"	"3"
"198"	"http_upload"	"10.70.0.66"	"40197"	"203.0.113.66"	"443"	"tcp"	"1787538170.0"	"1787538170.006"	"2026-08-24T02:22:50+00:00"	"2026-08-24T02:22:50.006000+00:00"	"780"	"786"	"50086"	"2"	"50246"	"122"	"4"	"3"
"199"	"http_upload"	"10.70.0.66"	"40198"	"203.0.113.66"	"443"	"tcp"	"1787538180.0"	"1787538180.006"	"2026-08-24T02:23:00+00:00"	"2026-08-24T02:23:00.006000+00:00"	"787"	"793"	"50086"	"2"	"50246"	"122"	"4"	"3"
"200"	"http_upload"	"10.70.0.66"	"40199"	"203.0.113.66"	"443"	"tcp"	"1787538190.0"	"1787538190.006"	"2026-08-24T02:23:10+00:00"	"2026-08-24T02:23:10.006000+00:00"	"794"	"800"	"50086"	"2"	"50246"	"122"	"4"	"3"
"201"	"http_upload"	"10.70.0.66"	"40200"	"203.0.113.66"	"443"	"tcp"	"1787538200.0"	"1787538200.006"	"2026-08-24T02:23:20+00:00"	"2026-08-24T02:23:20.006000+00:00"	"801"	"807"	"50086"	"2"	"50246"	"122"	"4"	"3"
"202"	"http_upload"	"10.70.0.66"	"40201"	"203.0.113.66"	"443"	"tcp"	"1787538210.0"	"1787538210.006"	"2026-08-24T02:23:30+00:00"	"2026-08-24T02:23:30.006000+00:00"	"808"	"814"	"50086"	"2"	"50246"	"122"	"4"	"3"
